respondent_id,response_text
326904,"We have a president that's coming into presidency that is a crook, that who is the lowest common denominator unfortunetly "
326928,"the cost of living. /tell/ far too high. /ao/ Everything: groceries, housing , all too high, especially in our state of MA. "
327292,"the ability to govern highly complex issues, both local and international in a divided democracy and govern effectivily"
327329,immigration /tell/ I feel that too many people have been allowed in without the proper ...without following the proper steps.
327381,Inflamation. It's way too high right now.
327431,Freedom. I feel like we're losing it because of the election. I feel that with the election we've chosen a president that will taking some freedoms away. 
327462,"it's global warning, our resourses and what they apply to other creators of this world.  Such a animals, birds all the creators of this word. They are here as equals and she be protected aswell as man kind"
327514,"Trump. He's a criminal, he lies, he's not as smart as he wants people to think he is, he reminds me of a mob boss. He had a bad relationship with the press, he's sneaky, and he cheats on his wife. "
327543,immigration /tm/ i feel like our borders got lax after Trump was no longer in office 
327609,Disunification /probe/that our country is seemingly irrelibly spliteach side is demonizing the other side so there is no hope to getting back together
327799,body autonomy of women freedom of choice of medical care
327856,Refusal
327994,"our president wants to be an autocrat, and his party is goin along with him, and I dont likeit"
328123,The economy/tm/it shifted to...it favors the haves. It is unbalanced.
328163,Gun violence for sure. Maybe school shootings.
328240,"I think there's a big divide between the upper 1% having a pulse on the rest of the country. I feel like a lot are out for themselves and their businesses, and not so much for the greater good of everyone. "
328450,Sticking our nose into other country's affairs
328506,the illegal immagration- way too many people that have beren giving tax payer money and support
328537,abortion /wp?/ the effect that it needs to be regulated and not left up to the woman to decide: too many rules
328663,economics
328683,Abortion /probe/ i believe it hsould be in the rights of the women so i am pro choice. I believe women should have the choice over their body not the state or government 
328812,"Well I'm pausing now because I'm trying to decide which of the multitude of problems we have now which one is number 1 on my list. I think it would have to be the open border. Because, if that were fixed it would stem a lot of the other problems we have right now. Including the economy. Help the economy, cutting down on crime. /AE/ No i think that's good. I think that's a good place to start.  A lot of other things will fall in line once that is done.  It's like setting up a line of dominoes, you tip the first one and it runs the gamete of everything else. /AE/ No"
328824,illegal immigration /P/ too many illegals entering the country /P/ many are criminals committing crimes /P/ well the biggest problem it is against the law to be here illegally /P/ uh proviind for them costing much money /P/ um no
328840,Diversion / TM / everybody is looking out for themselves instead of everyone as a whole
328904,"Homelessness. No one has money to afford a place to live, so they're sleeping in cars, tents, parks, anywhere they can sleep and lay their head. People don't have jobs, don't have money, so people kill, rob, steel, whatever they can. /ae/That's homelessness, yeah."
328984,High cost of living
329059,"wages are not going up, but prices of all of our goods are going up and Americans can not afford it."
329404,Money problem; They say they dont have money but they always iv e money tp phter countries. I nstead of hlping the poeple here they help somewhere else. Like no they finna take social security and everything from old people. Theyfinna start a war around here. They doing very poor for us cirixzens on the money tip.
329522,division in this country /tm/ people dont listen to each other
329659,Economics/P/ would say the lack of support for working class people as well as inflation./AE/No
329714,the upcoming President / TM / His policies
329721,Morals. I dont believe people take responsibility for themselves/Ao/ I see a disillusion of the family in america/Ao/ No
329726,division thats the outcome of multiple problems
329798,"racism, he highten across the board"
329827,"The economy. Inflation, lack of money of the money class."
329893,"Homelessness, that there is a lot of homelessness and they are not really doing anything to help the homeless. A lot of them need health care and a place and I feel like they are not even putting the shelters out there for them.  /AE/ NO"
329896,No unity because we are  one nation and we are suppose to be  united states under god and that is not displaced across the board. We are multi cultural and that is not respected across the board
329992,Refusal
330021,Inflation /pr/the cost of living has gone up too fast and my pay has not gone up even close to match it
330071,"One problem facing this country is divisiveness, the division in the country /probe/ some people they like they a lot of people want to be want people like Trump to rule things and I think he's not a good person to be over everybody, I don't think he is good for the country and so many people do, over half /AE/ that's it"
330139,our economy/tm/the government out spends it budget. i have to stay on one. you have to stay on one. they should stay on one/ae/no
330186,"Climate. Climates are going to change, and humans are not doing what we can to mitigate that change. "
330331,"Immigration. /ms/ Illegal immigrants, the open borders; just the fact that taxpayer-funded money goes to people who don't belong here anyway or came here illegally."
330348,national debt; its staggering large
330360,Healthcare/tm/The cost and who has access to healthcare
330404,I think the growing polarization between people 
330469,Discord. It is discordant. 
330587,rightward polarization/tm/i think that donald trump has pushed the conservative movement further to the right on many issues; and i think that the democrats have not presented a positive vision for the country and are instead debating the issues on the right's terms
330648,para mi el peor probema es tanto abuso de gente que matan; mucho probmas de hacer problemnas; deber ver un castigo; no es justo
330767,"Polarization, That social media and methods of communication have further separated the population in such a way that news, facts, streams of inofrmation are different among the people resulting in political extremism, the spread of misinformation and for people to again be separtaed by their ideologies or by their perceived ideologies /AE/ No"
330824,"Inequity in inclusiveness. /ms/ There has been a huge shift in perception of LBGQ including transgender in society in general, and that has impacted the way our lawmakers are making decisions."
330886,The white house candidates like our candidates with helping poor people like me. I fell like weneed a stronger PResident. I feel like we need a stronger president to lead our amrican citizens
330896,hate /tm/ theres a lot of disagreement and violence /ae/ um no thats enough
330993,economy/po/everything is too expensuve its out of control/ao/no
330996,"Economics. Inflation, especially if you're on a fixed income. "
331041,Prices of things. They have been getting higher. /AE/ no
331126,Racism /probe/ the problem with racism is one race is able to live life caution free and the other race isn't/ae/no
331168,econmoy -prices are too high
331180,Economy  and inflation and the national debt which effect the economy
331265,Unity. People are too tribal now days because of what they think politically.
331304,the big problem is inequality rich people getting richer and poor getting poorer
331305,"Health benefits, Everybody should have them no matter what. Rich, poor or inbetween./AO/ I think everybody deserves them it. Doesn't matter if your rich or poor, middle class or in between. Everybody should have them. Whie black yellow whatever everbody and it should be equal. Not outragious prices that people cant afford. The rich can get them easily but not the poor same as the middle class./AO/ Because how people are being paid to work some people get $10 and hour and other get paid $20 an hour doing the same job. It should be equal pay so people can afford them same as if your a woman or a guy./AO/Pay wages suck and I dont agree with the government when they say other people can get them but we have to pay our butts off./AO/ No, I think everybody else should have them basically and it should be equal across the board./AO/ No"
331399,taxes; i dont think we should have to pay the; taxes on tips
331503,"i'm going to say racism/tm/people being equal, division among races. they should not spread hate they should all be equal because natives they are here first this is their land. the rest of us are all immigrants however, no racism should exists. also more importantly latin communities should not be considered as foreigners, i can't stant when they say go back to mexico or any other latin country/ae/that's it"
331565,ah the divide /P / I don't understand why we cant just come together and figure everything out /P/ no
331714,"Healthcare /p/ too expensive, and health insurance companies are a legal scam. "
331834,"financial debt, everyting costs too much and we don't make enough as people, the common man /AE/ other countries provide for their people that are in debt and our country does not at all, we have to fight for every penny we get for sure /AE/ child support sucks, should be redefined /AE/ housing shouldn't take so long, section 8 /AE/ low house income should be better, shouldn't have to jump through so many hoops /AE/ loans, financial debt, once you get into a loan you can't get out of a loan, creditors, title loans or car loans, those are all a fraud, once you get itno that you can't get out of it, because of the principal that doesn't make sense, I only borrowed $2000 /AE/ plain and simple the laws don't match the times we live in /AE/ No"
331869,high tax rate-its unfair how they are charging and the wearthy are not paying enough
331969,So far I've heard I think the biggest problem is illegal immigrants coming into America. No thoughts I try to stay neutral. 
331976,spending money everywhere and problems with social security and disabilty and stuff like that and spending money everywhere else
332094,"I think that the working peope cannot get ahead It seems like when we get a raise, property taxes go up, health insureance goes up, and cost of living goes up. Wehn we never feel like we make any money. My percentage wage increase is less than what my taxes go up. If I get a 3% raise, my property taxes go up 9 or 11%. As an example, that was."
332272,the chaos of Donald Trump
332433,"inequality /tm/ there are great disparities between racial, gender and social class"
332642,rACISIM ALOT OF RACIST
332687,"Economy, inflation, I think we give to much money to other countries instead of helping our selfs"
332721,"Probably the immigration. /ms/ Letting, well, immigration letting the illegal people, and the crime rising with the immigration. The violence that illegal immigrants are committing."
332912,"climate change /tm/ concerned about the lack of adequate response to cc in particular the effects of sustainable forestry and farming, areas particularly effected by climate lands slides rivers salmon"
332958,"Economy/AE/ How crummy it is. /And jobs, pay wages for job. /AE/ No"
333005,Immigration in this country
333335,"Ummm, Cost of living /AE/ I just feel like everything is too expensive. Just like pay increases aren't happening as fast as the cost of living.  Like, gas, groceries, medical expenses the things people need to survive. /AE/ I think that's the biggest issue. That effects many in my area. /AE/ No"
333344,"Xenophobia, My understanding of Xenophobia is when someone is threatened or made uncomfortable by someone who is different than them and then villanizes them.  /AE/ No"
333458,"homelessness, the prices of rent has skyrocket that the average american can not survive"
333673,The lgbqt movement /tm/ it goes against biblical teaching it is kind of thrust upon children you see it children shows and movies it is kind of everywhere /ae/ I dont have anything against gay lesbian transgender I just dont think sexuality should be talked about with children
333687,"Unchecked immigration/tm/First of all, it's an affront to all the people who came here and waited in line. it's a drain on resources. And it's a known fact that several thousand people that have come across the border in recent years are convicted felons in other countries"
333718,The economy. The over all cost of goods and supplies and the housing
333756,The primary problem facing ous country is misinfomation.
333773,nobody government wants to work together its too bipartisan
333861,immigration/po/lack of govemental control
333889,"oper borders / briefly explaination / too crimes, posible terroris / ae / drugs / ae / no"
334064,Inflation; everything is going up. Young people can hardly afford to live on wht theyre making. Thats if they have a family. 
334077,"There are so many problems but the one that affects me the most is national defenese, it is not what it needs to be /AE/ There's not enough money to provide for national defense and when the money is allocated for national defense it's usually put in places where it is not needed /AE/ No, I'll leave it at that and then he continued... It has to do with the practices and morals of the people the government is trying push forth, if you can't trust the individual that's with you in the foxhole, then you won't be protected, in terms of morality you have destroyed the cohesiveness of the fighting force, that priamrily has to do with homosexuals in uniform, if they are in an office and in regular clothes it doesn't matter but in combat it does /AE/ No I'm not going to add "
334153,"Immigration, there's too many illegals over here /AE/ the crime that's come up because of it /AE/ No that should do it"
334509,problem with corruption in government lead to all the other problems coruption in government
334573,"inflation-just the rise of cost of goods, gas and property"
334591,I would say civil rights.
334801,Immigration; all the illegal immigrants crossing the border; you need two things to have a country a border and law and order and now we have neither; I don't have a problem with anyone coming in legally. /ae/no
334817,right now major problem in this country is unfortuntely the illegals is a major problem to omany people have died from criminials crossing the boarder who have records
334823,"The next administration is coming in, I dont think the next administration is going to have any checks or balance so I think they may run it differently then it has been in the last 250 yrs"
334906,womens rights/po/access to health care
335043,"Economy, prices are bad."
335208,"Lack of, the lack of understanding of information thats out there, so much disinformation, not enough education on how to properly interpet information and discern if its legit or propaganda"
335285,"housing, it too expensive"
335322,"poverty, there's too much of it there are too many people that are in that poverty line /AE/ No"
335388,financial security/tm/i believe people feel they dont have enough and wont have enough as they continue through life
335438,the cost of the economy compared to the cost of the minimum wage
335445,Equality is a big issue that seems to continue to divide
335580,The economy/tm/it's getting bad.
335760,"Lack of faith /wt/ Well christianity in particular, my brothers and sisters in christ, kind of laid our responbility to the side as far as being missionaires and spreading the gospel"
335788,guns/po/alot of people are killing people for nothing no reason just taking from people/ao/no
335830,Division/tm/The political parties have divided people in such a way that there isn't civil conversations even on minor issues.
336173,the economy /tm/ we are going into a slow down and high inflation 
336184,I think the most important is how the new administration will respect the Constitution./AE/You said just one.
336218,Goernment over reach   too many restrictions on personal freedoms 
336278,Inflation is the first one that comes to mind. /ms/ I just think the cost of living has increased substantially the last few years and that makes it harder to get ahead.
336325,"our open borders, we just don't know who is here and there are too many children that are not acccompanied by an adult and there are too many men of war age from many different countries and I fear for our sovereingty and our safety of our conutry and it's like a trojan horse attacking our country from within, it was a huge mistake to open our borders and let all these people in unvetted /AE/ No "
336525,"social unity, a lot of mistrust before both sides, "
336728,Wealth inequality/tm/just the gap between the very rich and the working is astronomical and housing and transporation and education and healthcare are driving the costs. If you have Money its fine is not its very difficult.
336818,"i think our biggest in this country is the afects of smartphones on young people with social media, i think have led them into the abyss and i think we've big problems to fix with social media and smartphones with young people"
336826,"Economy /EXplain/ I am in the belief that the economy is going in the right direction, inflation is high and hurting people, there are businesses whose goods and services increased during Covid and never went down and thigs are just too expensive for people"
336854,DontKnow
336978,"discrimination; i know we have alot of illegals coing in, but to me they take jobs other people wont' get; they pay into our tax system, but they dnotn get anything in return, and thats discrimination"
337080,the economy; the costo of living is way too high
337094,I think homelessness is a pretty big problem
337211,Foreign Wars. I think were headed to world war 3 if we don't watch out
337361,inflation:  cost of living /ao/ 
337374,"political gridlock, lack of cooperation to pass laws and the budget because of extreme views and inabilty to comprimese"
337421,"The Federal Reserve, That umm, it's inflating our tax and lowering the value of our dollar and they are unregulated. /AE/ no"
337848,inflation /tm/ it like keeps going up and it hasn't really settled down
338080,divisiveness/partinson/tm/just the inability of the american people to cooperate effectively
338097,They need to all know they work for the people
338238,"I think the biggest problem were facing is assault on democracy racsim is huge problem zenophobia huge problem divide between few halfs and the rest of the people who have less is huge problem not sure if thats the best way to say it, climate is a huge issue"
338306,Inflation. Just seems to be going up faster than wages in my experience right now.
338347,division political division/tm/extremist so extremes on both sides can't come together and compromise
338419,Two party system. /ms/ Very few peoples' actual beliefs are encompassed by either.
338430,the us had been getting involved in war that have nothing to do with us they are not part of NATO./ae/leave it at that
338443,"inflation. how much groceries, gas and housing are"
338533,"house prices /tm/ the fact that its unaffordable for young peopel to buy a house and have a family and get able to be on their own and self sufficient, its very difficult I think"
338599,"Job security, with the economy. You just dont know if youll have  ajob on day or not. Notenogu funding. Its just getting out of hand. The economy isnt the way it used to be. Then it forces a lot of jobs from america to thirs world countries. So job security is a problem./Ao/ No"
338645,unity. their creativity is not reaching each other.
338717,economic impact /tm/ the main thing I worry about is letting in illegals and the impact that has on the economy and everything else that impacts
338760,"economy /ae/ the prices seem rediculosly high sometimes, you definately can tell the difference in prices when you go grocery shopping, you can tell, it is noticible /ae/ I personally have gone to the store and didn't get everything that I went for because of prices /ae/"
338843,Immigration
338934,immigration- illegal entry/drugs/
338937,Christian nationalism /probe/ extremist views /ae/ taking away rights from other people /ae/
338939,disinformation; we are being separated by a people through lies and vitral through both political parties
338976,"Immigration. Not really. No consensus, can't get everyone to agree on anything. It is difficult to compromise and find a solution that everyone can agree to. "
338980,"high cost of living,"
339072,violations of the 2nd amendment/tm/ red flag laws missing due Process. the gun control act of 1939. NFA of 1986 are all unconstitutional and need to be taken of the record of legality.
339168,"I think crime is always at the top of my list. /pi/I don't feel like there is always been resolved. People are out there doing the crime, getting away with it. I don't think there is a lot of action towards the criminal. /ae/"
339331,"Uh, Inflation /probe/ well is extremelty high, been climbing last 4 years, total inflation since joe biden took office, is in the 30-35% average, they measure it differently for food or other things, no true measurement bar for inflation at the consumer level. Its year over year"
339335,"Media /p/ It seems that its not an independent information source anymore, it seems that the media has become a political arm to influence and sway perspective."
339452,"Sterotyping, putting people in boxes, it's not a black & white world, no B&W answers."
339478,"Global security, the number of countries wiling to engage in war at this time"
339506,gun violence /tm/ I just say that the lack of laws and regulations to have some kind of gun control legislation
339602,"Let's go with like safety. Safety issues, I would say. /ms/ You know, the shooting that's happening. People just don't feel safe in places."
339666,The division of Democrats and Republicans
339732,Everything is increasing everything is getting expensive. And the wages are poor
339808,Issues I have with tarriffs coming up. What that's going to be with international travel and how difficult it will make it and how expensive it will be. That's my biggest problem. /AE/ No.
339850,"the economy; prices are high, the things they spend our tax money are stilly; people are starving and were sending money to other countryes"""
340249,sensorship- we shouldnt have to sensor our words being in a free country-  Sensoring words should not be allowed.
340828,trump-i dont think he is going to respect our norms and traditions and he is going to do whatever he wants to get his way rthats the optimustic versuon
340910,"cost of living, apartment rental, housing purchase, the cost to finding a ahome whether renting an apartment or purchaising a house the prices are not within most peoples reach and cost of groceries and just taking care of basic needs"
340965,"Economy. The price of goods, groceries, too high. "
341028,"The economy, my weekly monthly bills are super high /AE/ car and homeowners insurance again going up extremely high /AE/ college tuition, especially private schools going up extremely high /AE/ I think that's good I can go on and on I'm good"
341119,"What bothers me the most, Umm, could you repeat the question. I don't know how to say this.  The political unknown that people are facing. People are afraid because he's such a liar and he does things that benefit him.  /AE/ No"
341266,Racism. Were still being sergregated were still being seprated. I feel that trump is trying to start a race war. He doesn't place any value on african americans. /Ao/ No 
341414,the crme. it's too much killing and too many guns on the street and they can't stop it
341439,"illegal entry (AO) a lot of the people are here illegally and are put out of their country because they are bad people, gangs and all that. AE they souldn't be here AE Well they are getting everything free and the states that are bringing them in are having major problems AE New york especially, they are tearing up the hotels, etc.. I am glad I am living in SC AE"
341524,international affairs
341604,The division in citizens in relation to the future of the country. /p/ Its just that people blindly following leaders and others that are actually doing the research to know what the problem and outcome is going to look like.
341749,the biggest problem would be border security /WP/ I dont think the government has a han dle on it the government thaats there right now  Selling parts of the border wall for pennies on the dollar before the new administration comes in the money means nothing why would you sell it other than spite /ae/no
341784,Racial tension
341794,"the economy /tell/ The prices of everything and everybody struggling to make ends meet as far as the house prices, the groceries, the gas"
341846,I think the problem is that congress and those in charge did not take care of things tht needed to be done with people that needed to be done before now. They said it was all done and it wasnt. They picked their part over right and wrong and wouldnt impeach somebody and the problem just got bigger and bigger in my opinion./ao/ wel it still goes on you know/ao/
341865,unity- become so divisive. always fighting. no compromise
341904,i think one problem now is the price of everything going up. I've noticed that the dollar doesn't stretch as far as it used to because everything is getting more expensive. So that's one problem. /AE/ No
341906,"One of the most important at the time is the price of food and gas, economics I guess, the economy"
341916,Racism /probe/ I dont find it to be a black and white thing rather the haves and have nots /ae/ no
341986,i would say inflation; we can't afford thing anymore
342160,"La economia, el gap o la diferencia entre la gente pobre y rica es demasiado grande, el costo de vivir es muy elevado, salarios muy bajos /AE/ Si, pero no lo pueses llenar ahi es un periodico lo que tengo en la mente /AE/ No "
342163,"There's the abortion banning, the banning of abortion."
342520,"race division// we turning the clock backwords, we are segagration by financial and social seperation"
342539,The open borders.
342690,"Religious extremism /tell/ They're political goals, more specifically they want to implement laws that reflect their religious beliefs"
342810,"Economic problems, the disperaty between classes the people that have thing and dont is too large"
342842,Divisiveness / I think our country is too divided and we are fighting eachother instead of banding together and standing united. 
343051,"maintaining order / brieftly explain / applying more straight laws / ae / more education outside of the state, some state have more people without education, that can be diverse easily / ae / law regulations / ae / no"
343215,vilience /tm/ just different violence in different we have police brutality and different violence /ao/ gang violence /ao/ no
343223,"Immigration is my big thing, and I just don't agree with illegal immigration and how we're supporting that right now /ao/ no"
343288,"noational debt, /tm/ were spending more maoney than were taking in theough tqxes and revenue"
343512,unbalanced budget
343703,"Abortion, murdering of children. A/E"
343797,"Economy /wt/ Its inflation, you walk into the grocery store $150 later you dont even have any proteins, my grocery bill has tripled and there is four of us "
343863,"war they're spending a lot of money on the war /AE/ the main problem is they are spending the money to the war in another country the previous government has spend too much money in the war so they are not giving money to benefit the usa people, now the prices high and government is not giving sufficient benefit to the people /AE/ This is pretty much done"
343884,Immigration. /ms/ The lack of immigration control.
343894,The election of trump. He is um not a very good person and his plans for the presidency are selfish and he's going to nominate a number of people who i disagree with strongly and policies i disagree with strongly. 
343910,That we think that the citizen actually matters. it's a shell game.
343932,"the economy /probe/ a narrowing of the middle class and a conglmeration of wealth to the top /ae/ the lower class' purchesing power, housing prices /ae/ unchecked corporate power/ae thats it"
343994,"Democracy, I think we risk losing our democracy as we know it in having a few people controlling the government as opposed to how it has been designed by the founding fathers /AE/ Well that's a big one, no, that's it"
344010,"So the main problem that I have with the american industry is the availability of abortions or womens right to choose over their own bodies. I dont think it's right there's so much an intensive law over women or their bodies. If they're conceived out of a dangerous office they have to have that choice. With Trump in office and implementing laws against abortion, it feels that women won't have the safe aortion option like they should. They won't have control over their bodies. Just to elaborate on that it kind of feels like women don't have control over their bodies. Especially with them kind of pushing back against roe v wade and stuff like that. That's very very scary against women who know what they want to do with their bodies and if they need an abortion they cannot get a safe and lean one for lack of a better term. /AE/ nope."
344206,"This country should feed their poor, take care of their poor people instead of worrying about everybody else."
344207,"Are politicans are in the pockets of lobbists and special interests, not doing the people's will but doing their own will or what they are paid to do."
344251,"The devisiveness in this country, the polarization, the lack of concern about the future. "
344295,"Division, is big, uh I think its the biggest, I dont know what else /probe/ I think, I do think that there is, people have just become far too radical, come back to center, or at the very least learn to get along"
344307,"Border Security is number one. Illegals coming in. if they come through the front door, I don't care. Do it legally. /AE/ I think it should be secure to stop fentanol from coming in. Human trafficing. /AE/ Basically that's it. I think there's a few people coming in that shouldn't be here, terrorists. Keeping terrorists out too. /AE/ No"
344332,"the economy, I don't believe there is many jobs being reported and people are looking for jobs and not being able to find them and with prices going up that's a concern "
344488,immigration law /tell/ I think that there isn't a clear path to immigrants becoming productive citizens.
344543,"I think the prices of housing , not everyone has the opportunities to afford housing some make more money than others. "
344859,The definition of abortion affecting women's safety /tell/ That women who need DNC after a miscarriage are having trouble getting that because physicians are not wanting to perform that procedure. 
344977,the main problem is our slide into facisim and autocracy in to a dictctator
345194,"Inflation and the cost of living is the number one thing I think right now for Americans. /AE/ I think everybody right now is struggling to be able to afford putting groceries on the table, filling our cars with gas. Us personally owning a small business it has affected us a lot. /AE/ No"
345218,the economy; its not enough jobs and enough pay with the jobs
345232,"one of them would probaby be the homeless issue; there have been so many, as the years go by there have been more and more"
345337,"Wealth inequality. Tax cuts for the rich have essentially gouged the working and lower class, so even though the pie may be getting bigger the slice isn't growing enough. As a result issues like food insecurity, lack of healthcare and education still exist in the richest nation in the world. /AE/ No."
345364,Capitalism. There's no regulations and so I feel like because of that there's no room for small business. /AE/ It doesn't allow for equality. /AE/ We'll leave it at that.
345378,security- dont feel is as strong as we used to be to step up and protect our citizens
345491,HUNGER- CHIDREN BEING HUNGRY
345550,The lack of ability to get together and listen to each other
345578,"I'll just sum it up with Donald Trump /tm/ tendancy to megalomania, cronism, self grandizement at the expense of the public good"
345802,"I guess in just in nut shell the trump presidency is the problem facing this country, /tm/ yeah, the problem is that theres this is culmination of the trump presidency is culmination of big business people like elon musk, people looking to have their interest in power over people with combination with that its the culmination of evanjulical movement to you know you know harnested, those two interest have combined forcces to infringe, not infrige but shut down peoples rioghts, ecmaple, friend rushing to get married, lesbinans concerned if they dont get married before 2025 in jeopardy it wont happen, feels like in prespist of a lot of peoples rights being taken away, it is sad people who have been suffering financially and other way have been duped that trump presidency and far right movement will help them and make thier lives better I think it will do the opposite "
345806,the border
345831,division /tell/ It's a political and economic division. 
345922,cost of;iving/tm/housing costs and scarcity/tm/just um the number of homes being built has not kept up[ with Population growth and the needs. and that has led to a small supply and increased demand
346005,the division between people the need for more communition and participating in groups to discuss problems that inolve people
346089,Downfall of Democracy. /ms/ With us and globally. Cause the world's falling apart.
346091,"the economy; things are just out of control; the prices are out of control; for a senior citizen on a fixed income is so difficult; on my gas bill they have these fees and winter charges, and its amounting to more; their delivery charges are higher thatn the usage; and we have a monopoly of water, gas and electric; its killing us seniors; "
346093,id say the economy /tm/ I feel that its unstable that we really dont know whats going to happen in the near futre or even in the extended future 
346116,"The economy is very bad, the first important thing "
346251,regulatory capture- i think there is outside interestes of capilalist money and interest of all mones
346443,"I would say disinformation I think just about everything else branches out from that, social media, bots and disinformation."
346515,"I am terrified of Russia of what they may do... especially now that Trump is in office."""""
346628,Immagration coverage has been negative and there there is no framework for people who are already here to become legal. 
346629,Immigration. /ms/ I think lack of process in having people come into this country.
346786,the massive division b/w people
346848,"lack of sense of responsibility, peoiple would rather other peple work and they take fruit of their labe rather than building their own life would rather take from someone who has already established their life"
346911,I'm disturbed by the rural/urban divide. I feel it in the county and in the nation/tm/I think part of it is education level but i know some very well educated farmers and ranchers. i think it has to do with culture and different kinds of exposure to trans and homosexual people.
347066,Immigration and border security. /ms/ There is an abundance of illegal immigration that needs to be stopped.
347261,"I would say based on this election it's misinformation, especially when people don't know who they're voting for. I mean it can lead to other issues. There's a lot of fear going on right now, people don't know who they're voting for. The way reality is now, you don't know how it seems, there are votes being cast for trump from people who are voting for him because for instance they don't think the economy is doing well, however it is, you don't know anymore. Everyone is living in a bubble, for instance the way I use social media I thought harris would win by a landslide, but it was a reality check for me, of hey, we're all in our own little bubbles. "
347406,Inflation. 
347472," Womens reproductive rights  securing better healthcare options for pregnacy before,during and after "
347580,Probably the economy /tm/ well it's overspending by our government /ao/ no
347601,"not coming to agreement, a lot of argument, very one-sided"
347603,immigration - they need to close the border - secure it more
347710,"Disinformation, disinformation is when it's intentional (misinformation is when it's not intentional); I don't know if I can briefly tell you; I do whole lessons on it in school; the majority of residents of the US do not understand or have enough information to make good decisions - social, cultural or political or medical."
347759,President Trump. He is not educated to be president and he doesn't know the constitution or respect the constitution.
347801,Our democracy. This country has elected a man that wants to do away with our democracy. He wants to be a king.
348005,La economia que sube.
348052,"Open Boarders. There letting in everybody and anybody. Which is a lot of criminals, gangs, rapist, murders. You can look on the news and see it. A lot of people are being raped and murdered. They need to come in the front door and not the back. Its raised the level of our crime rates here in the US. A lot them dont have jobs or places to live also I noticed that several schools have pushed the kids out and their turning it into places where illegal immigrants have a place to live and it has totally increased our crime rates bad. /AO/ A lot of drugs are coming across the boarder still. A lot of bad drugs serious stuff. /AO/ Just that Im all for the immigrants coming in legal through the front door. It make take a little time but legally. /AO/ I think thats probably enough"
348060,DontKnow
348423,Unity/tm/THat various side aren't able to communicate with each other and don't listen to each other.
348758,"I think that our very slow descent electoral politics to a complete facism, absolutism, christiantian fundamentalism its very scary  "
348761,racisim/tm/there is racists that feel superior from others when it shouldn't be/ae/no
348914,more pay /probe/ well not enough pay. 
348962,Abortion
349098,Immigration. It's not about who's coming here. It is more about the drugs that are coming across the board. It's not necessarily the people coming across the border but how Congress is handling it. 
349141,I think climate change is one.
349275,student debt- too many kids going to college and graduating with it
349381,The economy/tm/prices
349414,"No money for the middle class an the poor. Financing I guess you can call it. We're trying to live on a low income on high dollar products. We've gotta get these things down to where they're more affordable. How I dont really know, but theres got to be a way. "
349479,inflation-out of control our  wages are not keeping up with the rising costs i should not be budgeting with food to make sure my kids have shoes. every expense is crimpling
349491,The loss of respepct for human  life /TM/ whe i look at the news you see people are killed for no reason/TM/ people aren't disaplined and it starts with when they are a child /TM/ Many lack Chrsistian values which is also condusive to their behavior
349670,"The economy. Jobs.  /AE/ Yes, there's so much. Housing for the homeless. Food that people can't afford. We have a very poor economy.  It's like no one cares about the poor and middle class. They only care about ...If you're rich you have everything and you're on top. That is where this country lies.  It should be fair. If you are out here working hard trying to make a living you should be treated just like everyone else. /AE/ Just fairness just that it needs to be fair all the way around. All people should be treated the same there should be no difference. It should be that people can afford housing and food... the top 1 or 2 percent have billions while everyone else suffers. /AE/ no"
349864,"I think the people is division, that people are divided, on the national levelof the government, that is the major problem"
350000,Donald Trump as President.
350030,"Donald Trump, MAGA, climate change, gun control, wars. That's enough for now."
350183,Immigration /tm/ too many illegals /ao/ no
350302,"Trump; I feel like he is going manic, doing unreaistic things; changing this into a one-man-show"
350387,Apathy
350406,inflation/tm/the rate that its increasing/ae/no
350724,Our leader. Because its facing Communism or whatever its going to be. These people who are going to be in charge have no knowledge about what to do. They think they can just run their mouths and make everything work.
350747,"inflation, prices are incresing, gas ,the essentials, "
350868,inflation the cost of living
350980,DontKnow
351012,security/po/i believe we dont have enough people on our boders to keep people out and doing background checks and we feel like we are letting our guard down/ao/
351238,"Economy. Well most people belive the economy is bad so they do a poor job in explaining the economy. They sit and watch fox new and they tell them its bad. I ean its not perfect but its not that bad. So I would suppose its the information surronding the economy/AO/ Because people don't trust it they think that its not doing well. So when there is no aith they act differently. pay 1,300 for taylor swift ticket but complain about a dozen eggs/AO/ No"
351535,"I prefer to think it is a naivete, there is a horrible spread of disinformation which seems to be accepted by almost half of the country."
351650," illegal immigrants - theyre/ the credibility, anyone coming and no credibility w/it. no accountability or responsiblilty on backgrounds"
351784,Unemployment/tm/the percentage of people unemployed
351859,income inequality /tm/ the disparity between the wealth of the upper class and the lower class
352003,"Cost of living/tm/I think that prices of everyday good from groceries to housing have skyrocketed in the past few years and wages haven't kept up with that, in general."
352166,"That they are looking at the people of color to disregard to make the they color to make it in life and not understand that everyone have to eat or live like everybody else. Don't choose one color over the other. Because one color do not make this world function, because it don't. /AE/ Favoritism is not the answer.  We all have to live in, lets say, not world, the same neighborhood. /AE/ We all want to get paid the same and we always want to eat the same and we always want to pay our bills the same.  It's so stupid to divide people when we all want to live the same.  /AE/ No"
352264,"Job shortage /probe/ not enough jobs, underpaid, understaffed /AE/"
352275,I think things are to expensive the cost of everything is to high
