respondent_id,response_text,llm_code_label,confidence,raw_model_output
352461,"Border crisis. We have invaders coming in on the Southerm border, and they're not being vetted. I don't like the idea that we have to take care of them./ae/No.",Immigration,High,"The response explicitly mentions the border crisis and concerns about migrants not being vetted, which fits the Immigration category."
352620,discrimination- nobody gets along,Social Issues,High,"The response highlights discrimination and lack of social cohesion, which fits the Social Issues category."
352901,"Economy /probe/ The cost of living, the prices of food, all of it is way too high, yeah. ",Economy,High,"The response emphasizes cost of living and prices, which are economic issues."
352915,"Um, um I guess, hmm. What could it be... Okay, inflation.  /probe/ Oh, what is the problem. Just everything is sky high in prices I guess, gas and food and rents and houses and. /AE/ No.",Economy,High,"The response explicitly mentions inflation, high prices, gas, food, rents, and houses, all related to economic issues."
352953,"The economy / TM/ Prices are too high, no one can afford anything, I think Immigration needs to be worked on and the government needs to work together instead of working apart",Economy,High,"The response emphasizes the economy first, mentioning prices and affordability, which fits the Economy category. Immigration and government cooperation are mentioned later, so Economy is chosen per the rules."
353269,economy /bt/ We have lost control of pricing and what the people need to do and it's gotten very expensive: the inflation part of economy is the worst.,Economy,High,"The response explicitly mentions pricing, inflation, and expense, which are economic issues."
353415,"Rising costs, the cost of living I suppose.  /AE/ It makes it difficult to make ends meet. /AE/ no",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response emphasizes rising costs and cost of living, which are economic issues.""
}
```"
353659,"Abortion Its wrong/ae/its Murder they say something about my body, my decision. its not your body its two different bodies.  if your aborth that body Your are committing murder",Healthcare,High,"The response focuses on abortion, which is explicitly listed under Healthcare issues."
353756,the econimic / briefly explain / no affortable / ae / no,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response mentions 'economic' (misspelled as 'econimic'), indicating the economy as the main issue despite unclear wording.""
}
```"
353983,People dont know how to communicate with each other and they dont engage in their respectful fashion and so it dosent helpo anyone one and cannot gain consesus if you are not willing to listen,Social Issues,High,"The response highlights problems with communication, respect, and inability to reach consensus, which relate to social division and lack of social cohesion, fitting the Social Issues category."
354122,The wealth distribution gap. The minimum wage jobs doesn't make a living anymore. Prices have increased due to inflation and compensation has slightly increased but not enough for inflation. The 1 percent own more money than the 99 percent combined and that feels messed up to me. /AE/ No.,Economy,High,"The response focuses on wealth distribution, minimum wage jobs, inflation, prices, and economic inequality, all of which fall under the Economy category."
354149,The government. No one communication. False information. ao/no,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response criticizes the government, communication, and false information without specifying a policy area, fitting the Politics/Democracy category.""
}
```"
354233,The economy. /ms/ Cost of living; prices of food and gas.,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'The economy' and specifies cost of living and prices, which are economic issues.""
}
```"
354361,"Division/tm/government, state, all the way up to federal are trying to divide people based on religion, race, sexual orientation, values, the list goes on.",Social Issues,High,"The response highlights division based on religion, race, sexual orientation, and values, which aligns with social division and cultural conflict, fitting the Social Issues category."
354499,racism is still the biggest problem,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response highlights racism, which relates to social division and racial tension, fitting the Social Issues category.""
}
```"
354560,Racism /MT/ I think that tere is either a occult or maybre  not do occult levels ot racis m fueling Donald Trump and the Maga movenet /ae/ ,Social Issues,High,"The response mentions racism and social division related to political movements, which fits the Social Issues category as it references social tension without focusing on political institutions."
354599,"Well the economy certianly. I think it's the inflation and the cost of food housing and things that are impacting low income americans and everyone. I think the old quote was it is the economy, stupid"" that came out of prior elections. """,Economy,High,"The response explicitly mentions inflation, cost of food and housing, and low income Americans, all of which are economic issues."
354679,"Well um, it' just things are not organized, it's not in order like it should be, I just think that black people is gettig a bad deal, they're on the bottom of everything and it's not getting no better, a lot of predjudice going on and it should be better, 400 years and it's too much /AE/ yeah definitely, maybe this is not the question you asking it's just like um a lot of our young men are getting killed and shot down for the same stuff they're getting picked up for drugs and they got drugs in the jail and they're messing them up, it's a big business, I feel good saying how I feel about certain things, I have children and I pray it will be better before I pass, for them but for me too while I'm here /AE/ yes ma'am I think that it should be some changes in the prison system, the correction officers not doing their job because they're sitting by and letting the prisoners get abused I had a [REDACTED FAMILY MEMBER] that made time in jail and he was beat up and the police just watched the gangs beat him up and didn't do anything and they shipped him off before we could do anything about it /AE/ He suffered from the being beat up in prison and nothhing be done about it basically that's all I can say on that matter, I'm sure a lot of people are going through the same thing, I'm just telling you what happened to my [REDACTED FAMILY MEMBER] and it shouldn't happen /AE/ Well uh, the blacks don't get treated fair with jobs, wherever even prison jobs, they don't get a fair deal like the white does, all over the world theyre not getting treated fari in jobs, police officer, fire fighters, the black are just not treated fair /AE/ oh yeah, I got a good one, the people that work 30 years and waiting to get their retirement money like if your husband dies I couldn't he was in the [REDACTED MILITARY BRANCH] I'm his wife and they denied me because I divorced him but I was married to him and I had his children and I went to get the money and they denied me and I think it's wrong",Social Issues,High,"The response emphasizes racial prejudice, unfair treatment of Black people, social injustice, and systemic problems affecting social cohesion, which aligns with Social Issues."
354834,"I think there are multiple problems this country is faced with now, racism, sexism homophobics, bigots.. I'll focus on sexism. I think the devide between men and woman is increasingly going every day and I think it is creating a inbalance where womans rights are in danger of being taken away with every new law or idea that is set in to motion. /AE/ No ",Social Issues,High,"The response focuses on sexism, social division, and threats to women's rights, which aligns with social issues rather than political institutions or other categories."
354914,The divisiveness and anger which go together,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions divisiveness and anger, indicating social division and lack of social cohesion without reference to political institutions.""
}
```"
354995,Refusal,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response 'Refusal' is vague and uninterpretable, indicating no clear problem mentioned.""
}
```"
355008,"La economia, la inflacion esta muy caro todo, y los sueldos siguen igual",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions inflation, high prices, and stagnant wages, which are clearly economic issues.""
}
```"
355224,job rate pay- I dont think enough money to survive.  they dont make,Economy,High,"The response focuses on job pay and insufficient money to survive, which relates directly to economic issues such as wages and cost of living."
355272,Immigration /tm/ Too many illegals /ao/ no,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'Immigration' and 'Too many illegals,' clearly indicating immigration as the main issue.""
}
```"
355323,the economy,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'the economy,' which directly corresponds to the Economy category.""
}
```"
355337,"Too many to list really. We'll say immigration for one, illegal.",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions immigration and illegal immigration as the problem.""
}
```"
355699,economy,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response directly mentions 'economy,' which matches the Economy category.""
}
```"
355942,The Economy. Far too much inflation and the dollar can't keepup with it.,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'The Economy' and inflation, which is an economic issue.""
}
```"
355971,"too many special interests, both in companies and in individuals",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response criticizes special interests, which relates to influence on government and institutions, fitting Politics/Democracy.""
}
```"
355994,the economy /tm/ inflation in prices in domestic prices at an extreme rate /ao/ no,Economy,High,"The response explicitly mentions 'economy' and 'inflation in prices,' which are economic issues."
356134,Climate change. /pi/None of the other problems matter if we don't have a place to live. /pae/it's existential /pae/ that's it.,Environment,High,"The response explicitly mentions climate change and the existential threat to living conditions, which fits the Environment category."
356222,"Well, we have our president back now; it's just a question of getting our economy back on track.",Economy,High,"The response emphasizes getting the economy back on track as the main problem, despite mentioning the president; the primary issue is economic."
356695,Probably the national debt and all the individual debt of Americans.,Economy,High,"The response mentions national debt and individual debt, which are economic issues related to financial obligations and economic stability."
356722,"Too much violence/tm/That's about all you hear on the news anymore...shootings and killings, robberies, road rage, hit and run. There is all kinds of violence.",Crime,High,"The response emphasizes violence, shootings, killings, robberies, and other criminal acts, which clearly fall under Crime."
356884,Economy. /ms/ Inflation and cost of goods.,Economy,High,"The response explicitly mentions inflation and cost of goods, which are economic issues."
356927,Control  too much government our view points  on health and what we read. ,Politics/Democracy,High,"The response criticizes government control and viewpoints, indicating dissatisfaction with government or political institutions without specifying a policy area."
356932,Refusal,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Unclear"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response 'Refusal' is vague and uninterpretable, indicating no clear problem mentioned.""
}
```"
357011,Donald trump. I think he's in it for his own power.,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response criticizes a political leader's motives related to power, which fits the Politics/Democracy category per rule 3.""
}
```"
357072,"MAGA Movement/tm/racist, sexist, stupid, cult, too much power",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response criticizes a political movement and its influence, which relates to political power and polarization, fitting Politics/Democracy.""
}
```"
357596,"Violence. /ms/ Guns, kids are getting, killing everybody. Police not getting the proper training and taking their authority to the next level. Sentences, judges...make up their own.",Crime,High,"The response focuses on violence, guns, police training, and judicial sentences, all related to crime and public safety."
357625,"Just the country's so divided, um, I mean basically we're so divided we can't speak with eachother anymore, there's no compromise, we've become a two party system, you're not even allowed to speak with someone form te other party, from a congressional standpoint. I don't think you can have political discourse with anybody, friends family, work mates, yeah I'm thinking that's the end of the statement I think.",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response emphasizes political division, lack of compromise, and issues with political discourse and the two-party system, which aligns with criticisms of political institutions and democracy.""
}
```"
357680,"probably the economy /tm/ well prices are still a little higher than most people are comfortable wtih and the economy is not exactly even and fair in all areas, housing still very high in a lot of areas and childcare, transportation, things that impact people",Economy,High,"The response emphasizes economic issues such as prices, housing costs, childcare, and transportation, all related to the economy."
357747,"Immigration /TM/The fact that we have open boarders and coming across and not going through the legal process and entry points and not registering. that is why just coming across the Rio. Just not one, coming across in varration directions which is adding to crime. There is no vetting process just coming across in droves. ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses primarily on issues related to borders, illegal immigration, and the lack of legal entry processes, which fits the Immigration category.""
}
```"
357891,Enviromental concerns. Climate change is making whole sections of the country unlivable. ,Environment,High,"The response explicitly mentions climate change and environmental concerns, which fall under the Environment category."
357911,"Unemployment and immigration. /ms/ I would prefer to see the unemployment rate improving, people working. And I'd like to see border security; people coming to America through legal channels.",Economy,High,"The response mentions unemployment first and emphasizes improving the unemployment rate and people working, which relates to the economy. Immigration is mentioned second, so per the rules, code the first emphasized issue."
358037,"violence, too much of it, school shootings /AE/ No",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Crime"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions violence and school shootings, which fall under Crime.""
}
```"
358067,"Outsourcing manufacturing, free trade, unbridled unregulated free trade leading to outsourced manufacturing",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on outsourcing manufacturing and free trade, which are economic issues related to jobs and trade policies.""
}
```"
358072,"Well, the economy. Well, our wages aren't very high and everything else is extremely high. Utilities, groceries, the cost of living. /AE/ No.",Economy,High,"The response explicitly mentions wages, high prices, utilities, groceries, and cost of living, all of which fall under economic issues."
358094,"Donald Trump as our leader. AE/How he's going to do everthing he choooses to do is just like aaaaaah. AE/Our relationships with other countries, immigration, drugs. The economy is not my big thing; but I know it is for some people. Health care is not always good for people so there's all kinds of things of getting doctors and medical help for poor people. AE/No. ",Politics/Democracy,Medium,"The response starts with criticism of a political leader, which aligns with Politics/Democracy. Although other issues like foreign relations, immigration, drugs, economy, and healthcare are mentioned, the emphasis and first issue is political leadership."
358575,individual people still trying to recover from recent economic turbulance,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response mentions economic turbulence and recovery, which directly relates to economic issues.""
}
```"
358578,"The most important problem facing our country right now is division, amongst ourselves. Also out militry is no good no more, and we're not keepung p our strength and we could be overtaken technologically, they could do it in one step.",Social Issues,High,"The response emphasizes division among people, which aligns with social division and lack of social cohesion, fitting Social Issues. The mention of military and technology is secondary and less emphasized."
358730,"We are very divided, there's a lot of misinformation, I don't think people understand the news sources they trust and that informs their decisions.",Social Issues,High,"The response highlights division, misinformation, and misunderstanding among people, which relates to social division and lack of social cohesion without mentioning political institutions."
358765,"The biggest issues, the economy.  The price of everything has gone up exponentially under Joe Biden. And, the focus, the economy, under Joe Biden has been less on the economy and more on other issues that are less important. The bills and policies that Joe Biden and the democratic party have proscribed for the economy, I feel, are weakiening the economy instead of strengthing it. And inflation has gone up so much under his watch, Joe Biden's watch. Additionally the Democratic party likes to spend money on things that hurt the economy. All in All we need the price of everyday goods to go down, we need to bring jobs back to the United States, we need less taxes and a smaller government.  And, we should cut government spending where it is not needed. Additionally we need lower rent costs and housing costs. And, part of it is bringing more jobs here and cutting unnessary spending. I personally never felt a difference except under Joe Biden in terms of the economy.  Everything was super expensive initially and that was more than a reactionary event beccause of Donald Trump's presidency. Because under Donald Trump I was making more money than I ever have and under Obama I wasn't making as much but still the economy under Joe Biden was crazy. Crazy bad. So I think the cost of goods is the number one concern of most Americans and I think the government needs to do some things about that.  /AO/ no",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response repeatedly emphasizes economic issues such as inflation, prices, jobs, taxes, government spending, and cost of living, making Economy the clear category.""
}
```"
358778,"Um, Probably violence /wt/ Uh, I just think theres a lot of gun violence, towards people ",Crime,High,"The response explicitly mentions 'violence' and 'gun violence,' which falls under Crime."
358797,economic issues/tm/that big busuiness are primarly in control so it creates a further divide between classes,Economy,High,"The response emphasizes economic issues such as big business control and class divide, which relates to economic inequality."
358891,"I would say probably haveing decent paying jobs in the future. Having a job being able to deal with the everyday growing market. I'm jobs are lacking in pay, smaller can't afford their own place. People are renting out rooms, and people aren't having houses like in the past. That's become a common thing The everyday working american is not being able to afford housing and food even though their going to work everyday and paying taxes everyday. I feel like the day that you graduated school, where you had a. Hopefully we are able to keep up with the growing expenses",Economy,High,"The response focuses on jobs, wages, affordability of housing and food, and economic struggles, which clearly fall under economic issues."
358920,"uh, economy / I think the economy can be better as far as prices for groceries, prices for fuel, it could be beter /AE/ it's just making it hard for people to buy homes, rent homes, groceries, basiclly it makes it hard on people, especially people who are retired like myself and it makes it hard when social security doesn't go up as much as inflation does and we got it hard / AE/ prices, basicilly / AE/ no",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response repeatedly mentions prices, inflation, cost of living, and economic hardship, which clearly fall under the Economy category.""
}
```"
359041,financial/po/ price increas eon everything making it impossible to survie taking out so much taxes and you dont gdet any government assistance as they say youare making to much but you still have to live.,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on price increases, taxes, and financial hardship, which are economic issues.""
}
```"
359053,"the border, immigration and the border",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'the border' and 'immigration,' which directly relate to the Immigration category.""
}
```"
359131,government spending; i dont think they really know how to actually; i think they arepockeitn more than they are using,Politics/Democracy,High,"The response criticizes government spending and implies corruption or misuse of funds by leaders, fitting the Politics/Democracy category per rule 3."
359188,"Inflation. /ms/ Housing rates are too high, groceries are too high (when you have to pay $4 a dozen for eggs, that's too high.",Economy,High,"The response focuses on inflation, housing rates, and grocery prices, all of which are economic issues."
359197,"The fact that the rich get richer and the poor get poorer, there's not enough help for the poor people in this country, it's a shame /AE/ That they should really help people with diabiilites a lot more than they do, they don't do enough /AE/ what else... um... uh they should also help the american, the vietnam vets, they should help them more as well, and the people with social security they should help them too, the older people, like my mom, she's on social securtity, she should get help too /AE/ No that's it for now",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response emphasizes economic inequality ('rich get richer and poor get poorer') and the need for more help for vulnerable groups, which relates to economic support and social security, fitting best under Economy.""
}
```"
359280,Debt. We have a lot of debt and we continue spending without earning.,Economy,High,"The response focuses on debt and spending, which are economic issues."
359281,"inflacion, las cosas estan muy caras",Economy,High,"The response mentions inflation and high prices, which are economic issues."
359299,division  we are a divided country.,Social Issues,High,"The response mentions division and being a divided country, indicating social division and lack of social cohesion without reference to political institutions."
359322,"abortion rights, they are trying to ambolish abortion rights and I see that as anti woman",Healthcare,High,"The response specifically mentions abortion rights, which falls under Healthcare according to the guidelines."
359345,"The economy, crime. /ms/ We're not thriving as much as I know we can, as what I've seen in the past. Crime is out of control in my area.",Economy,High,"Both economy and crime are mentioned, but economy is listed first and emphasized as the main issue of not thriving."
359361,"afortable housing-they are not affotable only make big houses that cost $300,000 or $400,000.  Apartments are not affortable and they only make big houses available",Economy,High,"The response focuses on the affordability of housing, which relates to economic issues such as prices and cost of living."
359614,"Economy. Everything's up, prices are so high you can't live. Gas prices and groceries. That's what I'm hoping to change. /AE/ No.",Economy,High,"The response emphasizes high prices, gas prices, groceries, and cost of living, which are economic issues."
359646,"Education. In their sex education programs, they are offering very young children, and I'm talking 9-year olds, all these sexual options and asking them to decide what they think they are. I know children who have had this experience and gotten so confused, almost suicidal, because they were so confused about having to choose what they are. We have gone overboard with all these sexual options. These are young children--what the heck. And they don't advise parents either.",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on concerns about sex education, confusion among children, and related social/cultural issues, which align with Social Issues rather than a specific policy area like Healthcare or Politics.""
}
```"
359760,Prices attention to rural america,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The mention of 'prices' suggests economic concerns, likely related to cost of living or inflation, which fits under Economy.""
}
```"
359839,one problem is definitely the extreme cultural and political divides that which not only prevent ppeople from seeing and hearing and understanding one another but also prevents us from maybe getting things done that would be a benefit to the majority of people,Social Issues,High,"The response emphasizes extreme cultural and political divides causing lack of understanding and social cohesion, which fits the definition of Social Issues rather than Politics/Democracy since it focuses on social division without explicit reference to political institutions."
359848,I would unity I feel the country is very broken we push for things that should not matter .   we supporting social media is  pushing standard instead on what  the country use to stand for . we  look and thing that support social media relavance.,Social Issues,Medium,"The response emphasizes social division and cultural conflict related to social media and changing societal standards, fitting the Social Issues category."
359882,Jobs/p/The pay/AE/It's not enough...not enough jobs/AE/No,Economy,High,"The response emphasizes jobs and pay, which are economic issues related to employment and wages."
359989,The gun control and shootings in the schools,Crime,High,"The response focuses on gun control and school shootings, which relate to violence and public safety, fitting the Crime category."
360129,Political polarization /probe/ We can't solve problems together and thereofre can't get anything done /ae/no,Social Issues,High,"The response emphasizes political polarization and inability to solve problems together, indicating social division and lack of social cohesion without explicit reference to political institutions."
360194,"population control. The planet is overpopulating, and we are right there in the middle of it./ae/lack of responsiblity for overpopulation In terms of the male populace. you see cialys ads and yet congress is . females are being saddled with the responsiblity. what little ability females have is being hindered by the males moslty",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Social Issues"",
  ""confidence"": ""Medium"",
  ""raw_model_output"": ""The response focuses on overpopulation and gender roles/responsibility, which relate to social dynamics and issues rather than a specific policy area like economy or healthcare.""
}
```"
360275,Immigration. Too many illegal immigrants crossing the border.,Immigration,High,"The response explicitly mentions 'illegal immigrants crossing the border,' which directly relates to immigration issues."
360536,The wars /wt/ Just causing more conflict involving our country with it,Foreign Policy,High,"The response mentions wars and conflict involving the country, which relates to international relations and national security abroad, fitting the Foreign Policy category."
360636,"The devisiveness between people, and the emboldenment of people to express themselves in a way that creates disdain and confrontations.",Social Issues,High,"The response highlights social division and confrontations between people, which fits the definition of Social Issues related to social division and lack of social cohesion."
360975,trying to limit abortion access/po/it is bad for women for womens access to education harmful for society and children who are born to difficult situations/ao/no,Healthcare,High,"The response focuses on abortion access, which falls under Healthcare according to the definitions."
360976,Environment,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Environment"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions 'Environment,' which directly matches the Environment category.""
}
```"
360982,DEMOCRACY-THAT THERE IS GOING TO BE DISREGARD FOR IT AND AHIGHTENED  LEVEL OF PEOPLE THINKING OF INDIVITUAL GOALS AND THING OF THEMSELVES,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response criticizes democracy and individualism affecting collective governance, fitting the Politics/Democracy category per rule 3.""
}
```"
361115,The economy / TM / Prices are too high and there's too muich gauging particularly with essential goods,Economy,High,"The response explicitly mentions the economy and high prices, which are economic issues."
361162,"the congress cant negotiate with each pother. there is no fix for the problems./ae/they dont come up with any solutions. no agreement on anything, the house is divided and the country is divided.",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response criticizes government institutions and political division without naming a specific policy area, fitting the Politics/Democracy category.""
}
```"
361563,"Gun control, it's mostly due to school shootings and because how someone of a minor age can get access to a gun now so easily /AE/ And also too many black markets that has them /AE/ Nope that's it",Crime,High,"The response focuses on gun control, school shootings, access to guns by minors, and black markets, all related to violence and public safety, which fall under Crime."
361668,"Racism, I think with Trump will def get worse. ",Social Issues,High,"The response mentions racism, which is a social division issue, and does not reference political institutions directly."
361702,"Immigration /wt/ Open border /wt/, letting too many illegals in ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Immigration"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response explicitly mentions immigration issues such as 'open border' and 'letting too many illegals in,' which clearly fits the Immigration category.""
}
```"
361718,climate. People aren't paying enough attention to it. We need to take better care of it. We're not taking care of it right. ,Environment,High,"The response explicitly mentions 'climate' and the need to take better care of it, which aligns with environmental issues."
361853,democracy /tm/ I feel that donald trump and the maga movement are a threat to democracy and I am just dumbfounded that they would ever be in power.,Politics/Democracy,High,"The response explicitly mentions democracy and political figures threatening it, fitting the Politics/Democracy category."
361932,protecting cocial probems; social security medicare; we need to keep those programs; it matters to me; these social progrms are there for a reasons - we are not lesser than,Social Issues,Medium,"The response emphasizes social programs like social security and medicare, which relate to social support systems; although healthcare is mentioned, the focus is on social protection, so Social Issues is the best fit."
362168,border control,Immigration,High,The response 'border control' directly relates to immigration issues such as borders and illegal immigration.
362218,"gun violence /P- what is the problem/ it is very easy to access a gun, very easy to purachase a gun, mental helath problems feeling disconnected, people who are not able to constructrively manage their problems, they are violent and they kill people, with machine style weapons",Crime,High,"The response focuses on gun violence, access to guns, and violence, which clearly falls under Crime."
362312,inflation/po/everything its all so expensive/ao/no,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response emphasizes inflation and high expenses, which are economic issues.""
}
```"
362457,Problemas de inmigracion. De entar al pais de paises sudamericanos.,Immigration,High,"The response explicitly mentions immigration problems and entry from South American countries, fitting the Immigration category."
362604,"The cost of living is too high and paycheck and salaries are not keeping up with it. Big issue with illegal immigration, although legal immigration is a good thing.  ",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response emphasizes the cost of living and wages first, which are economic issues; although immigration is mentioned, the economic issue is more emphasized and mentioned first.""
}
```"
362661,National Security  ultimaly no  not  only cover our national borders but  our  economic solvency but our health and other viruses coming in from other countries .,Foreign Policy,Medium,"The response emphasizes national security and issues related to borders and viruses coming from other countries, which aligns most closely with Foreign Policy."
362679,Healthcare and lack of regulations on big business and education the supreme court is a disaster. Health care is not universal and a great country provide for their people.,Healthcare,High,"The response emphasizes healthcare issues such as lack of universal healthcare and access, despite mentioning other topics; healthcare is the most emphasized problem."
362782,"The uh, the economy /tm/ well, the price of anything gone so high /ao/ that's one",Economy,High,"The response explicitly mentions the economy and rising prices, which fits the Economy category."
362831,Economics /probe/everything went up everything is sky high and nothing is going down. it seems like every day everything is going up up up gas products you anme it. it is out of control. the economy sorry used the wrong term,Economy,High,"The response focuses on rising prices and cost of living, which are economic issues, despite the initial incorrect term 'Economics'."
362840,"the economy; i feel like inflation or just higher prices, and stagnant wages",Economy,High,"The response explicitly mentions the economy, inflation, higher prices, and stagnant wages, all of which fall under economic issues."
362901,economy/po/just prices of things everything is practually doubled and when your on ss its tough/ao/no,Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Economy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response emphasizes prices and cost of living, which are economic issues.""
}
```"
362976,divisiveness  /tell/ We can't move forward on common ground.,Social Issues,High,"The response mentions divisiveness and inability to find common ground, indicating social division and lack of social cohesion without reference to political institutions."
362981,"um nationalism /P/ nationalism, briefly, is um the focusing on internal problems versus external global issues, it makes you kinda of tunnel vision and it also creates a posere (?) oh gosh how do put it, hospital habitat for racism, anti-democratic behavior, um, and basically just nasityness in general / P/ nationalism keeps us from working with out global partners, nationalism encourages us to be, uh, to overlook out democratic ways, or our democratic system, to realign our democratic system with one that fits ... does not bode well with humanitarian effort around the globe and it is very I giess how do i put it, it is very frieghening for me for our miliatary at this time with nationalism on the rise because it encourages violent force to maintain control over the movement /AE/ No",Unclear,Low,"Parsing error. Raw output: ```json
{
  ""llm_code_label"": ""Politics/Democracy"",
  ""confidence"": ""High"",
  ""raw_model_output"": ""The response focuses on nationalism undermining democratic systems, anti-democratic behavior, and threats to democracy, fitting the Politics/Democracy category per rule 3.""
}
```"
363127,The economy /probe/ I don't think it is working for the middle or lower class with the cost of inflation risind I think some folks are having a problem getting their basic needs met,Economy,High,"The response explicitly mentions the economy, inflation, and cost of living as the main problem."
363438,lack of trust in government,Politics/Democracy,High,"The response criticizes government trust, which relates to political institutions and governance, fitting the Politics/Democracy category."
